perfume_name,brand_value,main_accord1,main_accord2,main_accord3,season,longevity,rating,voters_num,main_accord1_ratio,main_accord2_ratio,main_accord3_ratio
Chrome Summer Edition 2013,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,moderate,4.1,78,0.43,0.29,0.28
Chrome Under the Pole,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,summer,moderate,3.84,50,0.41,0.34,0.25
Chrome United,popular,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,spring,moderate,3.84,574,0.35,0.34,0.31
Azzaro Club Men,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,moderate,4.04,262,0.4,0.31,0.29
Azzaro Club Women,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,FRUITSVEGETABLESANDNUTS,fall,moderate,3.8,153,0.38,0.32,0.3
Azzaro Duo Men,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,spring,long_lasting,3.77,160,0.45,0.28,0.27
Azzaro Duo Women,popular,FLOWERS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,moderate,3.56,185,0.38,0.31,0.31
Azzaro Now Men,popular,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,spring,moderate,4.02,340,0.46,0.27,0.27
Azzaro Now Women,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,FLOWERS,summer,moderate,3.53,418,0.36,0.33,0.31
Azzaro Pour Elle,popular,WOODSANDMOSSES,SPICES,CITRUSSMELLS,fall,moderate,4.09,486,0.34,0.33,0.33
Azzaro Pour Elle Eau de Toilette,popular,FLOWERS,SPICES,MUSKAMBERANIMALICSMELLS,spring,moderate,3.52,21,0.39,0.34,0.28
Azzaro Pour Elle Extreme,popular,SPICES,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,fall,long_lasting,4.21,144,0.44,0.29,0.27
Azzaro pour Homme,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,fall,long_lasting,3.93,4491,0.39,0.33,0.28
Azzaro Pour Homme Cologne Intense,popular,CITRUSSMELLS,FLOWERS,GREENSHERBSANDFOUGERES,summer,moderate,3.84,32,0.36,0.36,0.28
Azzaro Pour Homme Edition Noire,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,CITRUSSMELLS,spring,moderate,4.17,60,0.4,0.3,0.3
Azzaro pour Homme Intense,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,fall,long_lasting,4.28,165,0.37,0.32,0.31
Azzaro Pour Homme Intense (2015),popular,SPICES,SPICES,MUSKAMBERANIMALICSMELLS,winter,long_lasting,4.27,566,0.36,0.32,0.31
Azzaro Pour Homme L'Eau,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,4.04,610,0.41,0.31,0.29
Azzaro Pour Homme Limited Edition 2015,popular,GREENSHERBSANDFOUGERES,SPICES,SPICES,summer,moderate,4.05,38,0.35,0.33,0.32
Azzaro Pour Homme Limited Edition 2016,popular,CITRUSSMELLS,FLOWERS,WOODSANDMOSSES,spring,long_lasting,4.32,25,0.37,0.35,0.28
Azzaro Pour Homme Night Time,popular,SPICES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,fall,moderate,3.92,510,0.36,0.32,0.32
Azzaro Pour Homme Amber Fever,popular,MUSKAMBERANIMALICSMELLS,SPICES,GREENSHERBSANDFOUGERES,winter,long_lasting,4.26,139,0.4,0.31,0.29
Azzaro Pour Homme Hot Pepper,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SPICES,fall,moderate,3.91,106,0.38,0.32,0.3
Azzaro Pour Homme Naughty Leather,popular,SPICES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,3.65,78,0.39,0.34,0.27
Fun,popular,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,CITRUSSMELLS,summer,moderate,3.8,59,0.36,0.33,0.32
Sea,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,CITRUSSMELLS,summer,moderate,3.92,53,0.37,0.35,0.29
Shine,popular,WOODSANDMOSSES,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.82,62,0.39,0.36,0.25
Bright Visit,popular,GREENSHERBSANDFOUGERES,SPICES,WOODSANDMOSSES,summer,moderate,3.91,164,0.41,0.31,0.27
Visit For Men,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,SPICES,fall,long_lasting,4.17,1446,0.37,0.34,0.29
Visit for Women,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SPICES,fall,moderate,3.84,413,0.34,0.33,0.32
Azzaro pour Homme Bois Precieux,popular,WOODSANDMOSSES,SPICES,GREENSHERBSANDFOUGERES,fall,weak,4.29,17,0.38,0.33,0.29
Azzaro pour Homme Elixir Bois Precieux,popular,GREENSHERBSANDFOUGERES,SPICES,CITRUSSMELLS,winter,eternal,4.58,19,0.35,0.34,0.31
Chrome Bois Precieux,popular,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,spring,eternal,4,11,0.41,0.31,0.28
Azzaro Aqua Frost,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,summer,moderate,3.97,38,0.39,0.37,0.24
Mademoiselle,popular,WHITEFLOWERS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.72,647,0.38,0.34,0.28
Mademoiselle Azzaro L'Intense Eau de Parfum,popular,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,fall,eternal,4,5,0.49,0.28,0.23
Mademoiselle L'Eau Tres Charmante,popular,FRUITSVEGETABLESANDNUTS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.48,64,0.43,0.3,0.27
Mademoiselle L'Eau Tres Florale,popular,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,summer,moderate,3.48,141,0.41,0.33,0.27
Mademoiselle L’Eau Tres Belle,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,SPICES,summer,moderate,3.51,189,0.43,0.34,0.23
Pure Cedrat,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,4.08,92,0.38,0.34,0.28
Pure Lavender,popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,spring,moderate,4.04,105,0.34,0.34,0.32
Pure Vetiver,popular,GREENSHERBSANDFOUGERES,SPICES,SPICES,summer,moderate,3.88,146,0.38,0.35,0.27
Solarissimo Favignana,popular,CITRUSSMELLS,SPICES,MUSKAMBERANIMALICSMELLS,spring,moderate,4.12,129,0.35,0.33,0.32
Solarissimo Levanzo,popular,GREENSHERBSANDFOUGERES,SPICES,GREENSHERBSANDFOUGERES,summer,moderate,3.9,277,0.37,0.32,0.31
Solarissimo Marettimo,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.98,178,0.36,0.33,0.31
Orange Tonic,popular,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,summer,moderate,3.44,85,0.48,0.27,0.25
Pink Tonic,popular,FLOWERS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,3.78,59,0.4,0.35,0.25
Pink Tonic Butterfly Edition,popular,FLOWERS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,spring,very_weak,3.64,11,0.39,0.35,0.26
The Most Wanted,popular,SPICES,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,winter,long_lasting,4.38,632,0.39,0.33,0.28
Wanted,popular,GREENSHERBSANDFOUGERES,SPICES,CITRUSSMELLS,fall,long_lasting,3.7,2158,0.41,0.32,0.27
Wanted by Night,popular,SPICES,SPICES,FRUITSVEGETABLESANDNUTS,winter,long_lasting,4.24,2980,0.35,0.33,0.32
Wanted Freeride,popular,GREENSHERBSANDFOUGERES,SPICES,SPICES,spring,long_lasting,3.8,44,0.41,0.3,0.29
Wanted Girl,popular,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,WHITEFLOWERS,fall,moderate,3.91,825,0.46,0.28,0.26
Wanted Girl By Night,popular,SWEETSANDGOURMANDSMELLS,BEVERAGES,SPICES,fall,moderate,4.12,161,0.36,0.34,0.3
Wanted Girl Tonic,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,WHITEFLOWERS,summer,weak,3.6,125,0.45,0.29,0.27
Wanted Tonic,popular,CITRUSSMELLS,SPICES,WOODSANDMOSSES,summer,moderate,3.45,134,0.42,0.37,0.22
Bouquet de Hongrie,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,spring,moderate,3.76,349,0.41,0.3,0.29
Creme de Cuir,popular,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,fall,long_lasting,3.99,599,0.36,0.33,0.31
French Bouquet,popular,WOODSANDMOSSES,FLOWERS,MUSKAMBERANIMALICSMELLS,fall,moderate,3.44,61,0.37,0.33,0.3
Gris Charnel,popular,WOODSANDMOSSES,SPICES,GREENSHERBSANDFOUGERES,fall,moderate,4.25,1152,0.39,0.34,0.27
Nuit De Sable,popular,SPICES,WOODSANDMOSSES,SPICES,winter,long_lasting,3.61,186,0.38,0.32,0.3
Oud Abramad,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SPICES,fall,long_lasting,3.78,180,0.35,0.33,0.32
Pas Сe Soir,popular,WOODSANDMOSSES,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,spring,moderate,4.08,795,0.34,0.33,0.32
Rouge Smoking,popular,SPICES,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,4.08,1071,0.41,0.31,0.29
Tabac Rose,popular,SWEETSANDGOURMANDSMELLS,FLOWERS,SPICES,winter,long_lasting,4,303,0.38,0.31,0.31
Tubereuse Imperiale,popular,WHITEFLOWERS,FLOWERS,WOODSANDMOSSES,spring,long_lasting,4.1,400,0.37,0.35,0.28
Velvet Tonka,popular,SPICES,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,fall,moderate,3.68,295,0.34,0.34,0.32
Wood Jasmin,popular,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,FRUITSVEGETABLESANDNUTS,fall,long_lasting,3.87,325,0.37,0.32,0.3
Citrus Riviera,popular,CITRUSSMELLS,WHITEFLOWERS,GREENSHERBSANDFOUGERES,summer,moderate,3.8,172,0.45,0.29,0.25
Sel d'Argent,popular,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,summer,moderate,3.53,177,0.39,0.31,0.3
Boucheron,popular,WHITEFLOWERS,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,winter,long_lasting,4.1,2383,0.36,0.33,0.3
Boucheron Eau Legere,popular,CITRUSSMELLS,SPICES,FLOWERS,summer,moderate,4.16,64,0.38,0.31,0.31
Boucheron Eau Legere 2005,popular,WHITEFLOWERS,CITRUSSMELLS,WOODSANDMOSSES,spring,moderate,4,40,0.43,0.34,0.22
Boucheron Femme Baccarat Limited Edition,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WHITEFLOWERS,winter,moderate,3.86,51,0.38,0.32,0.29
Boucheron Femme Eau de Parfum (2012),popular,WHITEFLOWERS,WOODSANDMOSSES,FLOWERS,winter,long_lasting,3.96,114,0.45,0.29,0.26
Boucheron Fleurs,popular,CITRUSSMELLS,FLOWERS,WHITEFLOWERS,spring,moderate,4.05,80,0.4,0.34,0.26
Boucheron Fraicheur Florale,popular,WHITEFLOWERS,CITRUSSMELLS,SPICES,spring,very_weak,4,10,0.34,0.33,0.33
Boucheron Homme Eau de Toilette Fraicheur 2008,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,SPICES,spring,long_lasting,4.4,57,0.39,0.31,0.3
Boucheron Limited Edition 25th Anniversary,popular,WHITEFLOWERS,CITRUSSMELLS,WOODSANDMOSSES,winter,long_lasting,4.37,38,0.43,0.29,0.28
Boucheron Pour Homme,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,spring,long_lasting,4.04,1432,0.44,0.3,0.26
Boucheron pour Homme Collector Eau de Parfum,popular,WOODSANDMOSSES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,fall,long_lasting,4.43,112,0.35,0.34,0.31
Initial,popular,FLOWERS,FRUITSVEGETABLESANDNUTS,SPICES,winter,long_lasting,4.08,617,0.39,0.31,0.3
Initial Perle de Soleil,popular,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,SPICES,spring,moderate,4.28,29,0.35,0.33,0.31
Miss Boucheron,popular,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,spring,moderate,3.61,451,0.36,0.32,0.32
Trouble,popular,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,WHITEFLOWERS,winter,long_lasting,4.24,1224,0.37,0.32,0.31
Trouble eau Legere,popular,SPICES,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,fall,moderate,4.06,78,0.34,0.33,0.33
Trouble Joaillier,popular,SPICES,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,winter,eternal,4.29,21,0.36,0.32,0.32
Boucheron Quatre,popular,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,spring,moderate,4.02,1212,0.41,0.33,0.26
Boucheron Quatre Absolu de Nuit Pour Femme,popular,SPICES,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,fall,moderate,3.83,288,0.38,0.34,0.29
Boucheron Quatre Absolue de Nuit Pour Homme,popular,SPICES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,fall,long_lasting,4.22,162,0.37,0.34,0.29
Boucheron Quatre En Rose,popular,FLOWERS,FRUITSVEGETABLESANDNUTS,FLOWERS,spring,moderate,3.92,225,0.37,0.33,0.31
Boucheron Quatre Intense,popular,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,SPICES,spring,long_lasting,4.1,67,0.36,0.34,0.3
Boucheron Quatre Intense Pour Homme Eau de Toilette,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,winter,long_lasting,4.17,6,0.39,0.33,0.28
Boucheron Quatre Pour Homme,popular,WOODSANDMOSSES,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,spring,long_lasting,3.83,212,0.37,0.34,0.3
Quatre en Bleu,popular,WHITEFLOWERS,FLOWERS,CITRUSSMELLS,spring,moderate,3.38,26,0.43,0.3,0.27
Quatre En Rouge,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,spring,long_lasting,3.92,143,0.42,0.34,0.24
Jaipur,popular,FRUITSVEGETABLESANDNUTS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,3.98,836,0.37,0.31,0.31
Jaipur Bouquet,popular,WOODSANDMOSSES,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,spring,very_weak,3.8,100,0.47,0.27,0.26
Jaipur Bracelet,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,FLOWERS,spring,moderate,4.02,1152,0.36,0.34,0.31
Jaipur Bracelet Limited Edition,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,summer,moderate,3.88,85,0.45,0.28,0.27
Jaipur Homme,popular,SPICES,MUSKAMBERANIMALICSMELLS,SPICES,winter,long_lasting,4.27,2576,0.45,0.29,0.26
Jaipur Homme Eau de Parfum,popular,SPICES,CITRUSSMELLS,SPICES,fall,long_lasting,4.41,350,0.36,0.34,0.31
Jaipur Homme Fraicheur Epicee,popular,CITRUSSMELLS,SPICES,MUSKAMBERANIMALICSMELLS,fall,eternal,4.56,18,0.39,0.32,0.29
Jaipur Homme Limited Edition,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,long_lasting,4.27,101,0.38,0.36,0.26
Jaipur Saphir,popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,fall,long_lasting,4.16,528,0.37,0.34,0.29
Ambre D'Alexandrie,popular,MUSKAMBERANIMALICSMELLS,SPICES,GREENSHERBSANDFOUGERES,winter,long_lasting,4.32,508,0.47,0.28,0.24
Cuir de Venise,popular,WOODSANDMOSSES,SPICES,SPICES,winter,long_lasting,4.1,10,0.42,0.36,0.21
Feve Tonka de Canaima,popular,SPICES,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,fall,very_weak,3.62,13,0.36,0.33,0.31
Iris de Syracuse,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,SPICES,spring,moderate,4.19,484,0.4,0.33,0.27
Neroli d'Ispahan,popular,SPICES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,spring,moderate,3.89,173,0.38,0.31,0.3
Orange De Bahia,popular,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,moderate,4.04,96,0.45,0.28,0.26
Oud de Carthage,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,fall,long_lasting,4.32,245,0.4,0.3,0.3
Patchouli d’Angkor,popular,WOODSANDMOSSES,WHITEFLOWERS,WOODSANDMOSSES,fall,long_lasting,4.08,73,0.34,0.34,0.32
Rose d'Isparta,popular,SPICES,FLOWERS,MUSKAMBERANIMALICSMELLS,fall,long_lasting,4.1,81,0.4,0.31,0.29
Santal de Kandy,popular,WOODSANDMOSSES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.01,209,0.41,0.32,0.28
Tubereuse De Madras,popular,WHITEFLOWERS,FLOWERS,FRUITSVEGETABLESANDNUTS,spring,long_lasting,3.95,239,0.39,0.34,0.28
Vanille de Zanzibar,popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,fall,moderate,4.27,256,0.39,0.31,0.29
Boucheron Place Vendome Elixir,popular,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,fall,moderate,4.02,95,0.39,0.34,0.27
Place Vendome,popular,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,fall,moderate,3.97,1467,0.37,0.37,0.27
Place Vendome Eau de Toilette,popular,FLOWERS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.85,475,0.44,0.29,0.27
Place Vendome White Gold,popular,WOODSANDMOSSES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,3.7,47,0.38,0.36,0.26
Serpent Boheme,popular,FLOWERS,FLOWERS,MUSKAMBERANIMALICSMELLS,fall,moderate,3.87,114,0.35,0.34,0.31
Clin d'Oeil Cosmic Girl,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,SPICES,fall,moderate,3.93,69,0.37,0.32,0.31
Clin d'Oeil Excentric,popular,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,CITRUSSMELLS,spring,weak,4,6,0.37,0.36,0.27
Clin d'Oeil Lady Rock,popular,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,fall,weak,4.25,4,0.37,0.37,0.26
Clin d'Oeil Lovely Girl,popular,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,FLOWERS,summer,moderate,4.4,15,0.39,0.33,0.28
Clin d'Oeil Passionne Eau Fraiche,popular,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,spring,weak,2.4,5,0.44,0.32,0.24
Clin d'Oeil Porte Bonheur,popular,CITRUSSMELLS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,summer,very_weak,4.15,13,0.42,0.29,0.29
Clin d'Oeil Silver Dream,popular,SPICES,CITRUSSMELLS,WOODSANDMOSSES,winter,moderate,3.78,68,0.4,0.3,0.29
Clin d'Oeil Sweet Kiss,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SPICES,fall,moderate,4.09,11,0.39,0.31,0.3
Flamme,popular,SPICES,GREENSHERBSANDFOUGERES,FLOWERS,fall,long_lasting,4.08,24,0.38,0.31,0.31
Kobako,popular,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,fall,long_lasting,3.66,423,0.36,0.32,0.32
Kobako Sensuelle,popular,SPICES,CITRUSSMELLS,WOODSANDMOSSES,fall,moderate,3.94,83,0.38,0.32,0.3
Kobako Vintage Edition,popular,MUSKAMBERANIMALICSMELLS,SPICES,MUSKAMBERANIMALICSMELLS,fall,eternal,3.58,226,0.38,0.35,0.28
Masculin 2,popular,SPICES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,spring,moderate,4.18,38,0.34,0.34,0.31
Masculin 2 Vetyver,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,spring,moderate,4.14,21,0.36,0.35,0.29
Masculin Acier,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,fall,moderate,3.96,51,0.39,0.32,0.29
Masculin Acier Sport,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,summer,moderate,3.89,19,0.39,0.31,0.3
Masculin Equateur,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,spring,long_lasting,4.11,75,0.36,0.36,0.28
Masculin Ouragan,popular,WOODSANDMOSSES,CITRUSSMELLS,SPICES,winter,long_lasting,3.93,44,0.35,0.35,0.3
Masculin Unique,popular,SPICES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,summer,moderate,4.14,14,0.36,0.35,0.29
Masculine Evasion,popular,SPICES,CITRUSSMELLS,GREENSHERBSANDFOUGERES,summer,eternal,4.2,5,0.35,0.34,0.32
Or Masculin,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,fall,eternal,4.38,21,0.37,0.32,0.31
Soir de Paris (Evening in Paris),popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,FLOWERS,fall,moderate,4.17,574,0.45,0.3,0.25
Glamour Chic,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,WOODSANDMOSSES,winter,moderate,3.69,149,0.47,0.3,0.24
Glamour Excessive,popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,fall,long_lasting,3.79,89,0.35,0.33,0.33
Glamour Fantasy,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,spring,moderate,3.34,85,0.44,0.32,0.24
Glamour Lovely,popular,FLOWERS,MUSKAMBERANIMALICSMELLS,FRUITSVEGETABLESANDNUTS,spring,moderate,3.65,93,0.4,0.3,0.3
Agaressence,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,fall,moderate,3.92,220,0.42,0.3,0.28
Ambre Noir,popular,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,winter,long_lasting,4.1,292,0.47,0.28,0.25
Avenue Montaigne,popular,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,fall,eternal,3.9,212,0.4,0.32,0.28
Captive,popular,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,winter,long_lasting,4.19,52,0.4,0.35,0.24
Contre Pouvoir,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,SPICES,fall,long_lasting,4.09,119,0.42,0.3,0.28
Eau Blanche,popular,CITRUSSMELLS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.88,136,0.48,0.26,0.26
Eau Libre,popular,SPICES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,spring,moderate,3.57,63,0.39,0.33,0.28
Eau Trouble,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,CITRUSSMELLS,spring,moderate,3.99,161,0.43,0.29,0.28
Esprit Mondain,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,FLOWERS,spring,moderate,3.95,65,0.44,0.29,0.27
Farah,popular,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,SPICES,winter,long_lasting,4.3,711,0.36,0.34,0.31
L’Amoureuse,popular,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,CITRUSSMELLS,summer,long_lasting,3.76,154,0.39,0.33,0.27
Mauvais Garcon,popular,GREENSHERBSANDFOUGERES,SPICES,WOODSANDMOSSES,fall,moderate,4.01,102,0.34,0.33,0.32
Off to Ibiza,popular,FRUITSVEGETABLESANDNUTS,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.57,81,0.42,0.29,0.29
Subtile,popular,FLOWERS,FLOWERS,FRUITSVEGETABLESANDNUTS,fall,eternal,4,25,0.4,0.35,0.25
Subversif,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,winter,eternal,4.1,96,0.36,0.33,0.31
Osmanthus Guilin,popular,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,FLOWERS,fall,eternal,4.35,37,0.37,0.33,0.3
Poivre Bengale,popular,SPICES,SPICES,WOODSANDMOSSES,winter,long_lasting,4.02,63,0.38,0.36,0.26
Rosa Gallica,popular,FLOWERS,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,winter,eternal,4.18,106,0.38,0.33,0.29
A Kiss from a Rose,popular,GREENSHERBSANDFOUGERES,FLOWERS,WOODSANDMOSSES,spring,moderate,3.95,65,0.37,0.32,0.31
Cruel Intentions,popular,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,fall,eternal,4.09,865,0.47,0.27,0.26
Dark Lord,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,fall,eternal,3.88,673,0.39,0.32,0.29
Do It For Love,popular,WHITEFLOWERS,CITRUSSMELLS,GREENSHERBSANDFOUGERES,summer,long_lasting,4.04,56,0.39,0.34,0.26
Good Girl Gone Bad Extreme,popular,WHITEFLOWERS,FLOWERS,FLOWERS,fall,moderate,4.28,671,0.36,0.33,0.31
Lemon in Zest,popular,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,long_lasting,4.08,172,0.42,0.32,0.26
Liaisons Dangereuses,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,spring,moderate,3.87,1838,0.46,0.27,0.27
Love and Tears,popular,WHITEFLOWERS,GREENSHERBSANDFOUGERES,WHITEFLOWERS,spring,long_lasting,3.71,678,0.48,0.27,0.24
Love by Kilian,popular,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,SPICES,winter,long_lasting,4.12,4476,0.36,0.35,0.29
